[[0.0008628156349466394, 0.0007809941026046136, 0.0004998901034272618, 0.0002178570685002953, 3.394843752991475e-05, 5.950939334987693e-07, 7.952434396501852e-11, 2.87491547010808e-20, 3.3398206432946273e-49, 2.494624999693241e-207, 0.0], [0.0008448579261571304, 0.001031739699773835, 0.0011359941088460465, 0.0008938251312628173, 0.0002668988569569744, 8.76059827919682e-06, 9.157781693080241e-10, 5.448023095186088e-22, 5.650612439589241e-79, 0.0, 0.0], [0.0005248051242209491, 0.0009364343525130026, 0.0018299484913555767, 0.002717590640293822, 0.001948691834258512, 0.00018313671309535626, 2.0759677569408686e-08, 1.6770011151078976e-26, 1.3212862135847135e-273, 0.0, 0.0], [0.0001648226596807758, 0.0004666655858448189, 0.0014047991494595985, 0.004156577755817475, 0.009106499193359801, 0.004834307347197732, 1.5698660438621029e-06, 6.4315903865029694e-46, 0.0, 0.0, 0.0], [2.169077912575162e-05, 6.893068897709298e-05, 0.0002675533672221432, 0.001348697079081587, 0.009232715159284428, 0.06386556717926287, 0.001251321363157034, 0.0, 0.0, 0.0, 0.0], [5.244195412753637e-07, 1.2212253162912516e-06, 3.2944970202484155e-06, 1.1057737253436287e-05, 5.3116991386510365e-05, 0.00047817205748132007, 4.857002017542276e-06, 0.0, 0.0, 0.0, 0.0], [7.523662912201696e-10, 4.4107047570953666e-10, 1.2364488329037837e-10, 5.036025757638773e-12, 1.3009357533736037e-16, 5.215643584188892e-60, 0.0, 0.0, 0.0, 0.0, 0.0], [7.6119262169165e-15, 7.26007189785436e-17, 4.801982879133427e-21, 1.733075978649152e-32, 7.68707171883937e-100, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [6.916490889556516e-24, 5.228490073589662e-31, 9.854708347420194e-49, 2.3343469653365476e-127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [2.521273020705426e-41, 2.5251466871927262e-64, 5.182465145239749e-148, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [6.187767480468134e-79, 1.748978649813396e-164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]];36.8785530872;[4, 6]
[[0.0, 1.18576e-319, 2.3844869934443246e-63, 3.3010819540646967e-26, 1.6000736288133564e-14, 1.3364510895819133e-09, 3.393711902616144e-07, 6.376732364727246e-06, 4.130127667307568e-05, 0.00012978652238407323, 0.0002596554821564076], [0.0, 0.0, 1.545489973235071e-77, 5.739615190867737e-25, 1.7713047012135432e-12, 6.15440766336884e-08, 5.997638666497736e-06, 5.315652958710702e-05, 0.0001719376909746345, 0.00036113977030951665, 0.0005334035031388496], [0.0, 0.0, 4.8736854061135695e-115, 1.5697560368220503e-23, 3.735292407763114e-10, 3.183283146916916e-06, 9.201765180735417e-05, 0.000345958271735716, 0.0005457272092800055, 0.000748004612930193, 0.0008246062460321711], [0.0, 0.0, 0.0, 8.312990487137608e-22, 1.6334733876307427e-07, 0.00015411216822794498, 0.0009962991111525509, 0.0014703104064397532, 0.0012731923905127025, 0.001025879150109475, 0.0008732220225596295], [0.0, 0.0, 0.0, 1.0666517188967821e-19, 0.00013215049927311966, 0.004464612950124629, 0.005192040659381438, 0.0030557351222346386, 0.001558859483780892, 0.000794072150511223, 0.0005579674065591474], [0.0, 0.0, 0.0, 2.104437717808946e-17, 0.05975144476373549, 0.02510528859419759, 0.006253241222008833, 0.0019188463965034007, 0.0007207662470884423, 0.0003158510059804076, 0.00018090425404173588], [0.0, 0.0, 0.0, 0.0, 0.004068990763049412, 0.0012530920371259357, 0.0003938516083341044, 0.00015851232187043707, 7.524558708447888e-05, 4.002870653573071e-05, 2.340406001373018e-05], [0.0, 0.0, 0.0, 0.0, 9.536632997126234e-49, 2.776394362498216e-11, 4.998941116795484e-08, 3.8217900975290493e-07, 7.735239645872757e-07, 9.705890269686553e-07, 9.88590518484793e-07], [0.0, 0.0, 0.0, 0.0, 0.0, 1.0448926328389875e-43, 4.330272708203955e-18, 1.4791603332958238e-12, 1.945669675041781e-10, 2.0592777361679388e-09, 7.458125438725893e-09], [0.0, 0.0, 0.0, 0.0, 0.0, 1.8180598535260654e-247, 2.0424783194780958e-44, 2.1308888291163234e-23, 1.0296705002002812e-16, 1.106557367261419e-13, 4.848936741278655e-12], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.8983328695173254e-126, 7.64139888025878e-46, 1.1503288032422998e-27, 1.9501385748338694e-20, 9.167590183281808e-17]];154.677441799;[5, 3]
[[0.0005137262134497255, 0.0008260041800724647, 0.00101945967371765, 0.0008732840114154111, 0.00042741481979337504, 6.188078416857062e-05, 9.946881135494503e-07, 2.3637532907756824e-10, 8.192195932379341e-18, 1.7792892014893512e-34, 1.1051171008774526e-78], [0.0002531389842913871, 0.000559529557707166, 0.001129422936508644, 0.0017532374218132139, 0.0013623896357247917, 0.00027570910911564687, 3.5651627293766772e-06, 1.003682943925971e-10, 4.165509856314627e-22, 7.326087339267795e-56, 4.365670070059978e-211], [6.613847887107831e-05, 0.00024807200944007075, 0.0009059532400756378, 0.0025872366306158617, 0.004067395488916797, 0.0015605758140290929, 1.781582099709319e-05, 9.233148038123505e-12, 4.055714309269447e-34, 9.713805842914188e-166, 0.0], [7.413653820426559e-06, 4.385490825959179e-05, 0.00028154319697154014, 0.0017731901184363087, 0.008132432031452804, 0.010869969284377213, 0.00016014395588597488, 2.5876371170221326e-15, 2.959484977491663e-111, 0.0, 0.0], [1.4131681488765377e-07, 1.0843358421788658e-06, 1.1195288269651287e-05, 0.00016385906032434914, 0.0033023113817247755, 0.05200629976933094, 0.005020810492170524, 5.3015206732542726e-48, 0.0, 0.0, 0.0], [8.359542911232676e-11, 4.292772797913157e-10, 3.0545412141619058e-09, 3.618365878603464e-08, 1.0537927655077392e-06, 0.00019356494187022943, 0.0868502847491452, 0.0, 0.0, 0.0, 0.0], [3.445980004612521e-17, 8.416917706848879e-18, 3.8468221035778947e-19, 1.746569880591247e-22, 7.71038200108161e-35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [3.191430967213813e-31, 2.522412254996157e-38, 1.2511062921938559e-55, 5.525409080103765e-130, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [7.569883987795951e-69, 1.0992220771818317e-116, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [2.9951260544479526e-224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]];50.3926115218;[5, 6]
[[0.00018995544857472536, 0.0010705298658651664, 0.002699540060715867, 0.002120671319252463, 0.000303847440323576, 3.5330094321997793e-06, 9.464362559770356e-10, 7.71537175175553e-16, 6.451806957571833e-26, 1.4093377990290828e-42, 1.0711311812444059e-70], [4.492173493648201e-05, 0.0007150049263237082, 0.004366143440239318, 0.005601118178676101, 0.0005585517519312766, 7.879375734070346e-07, 7.349477066408359e-13, 1.2941934357785585e-24, 2.2458417338143306e-47, 2.0396704249556622e-93, 2.419782399600805e-196], [1.2525105841095348e-06, 0.0001264225760982019, 0.004529269787223454, 0.019175086699471995, 0.0010453460271730693, 6.0108666239283694e-09, 3.449502190969276e-23, 1.387776658286132e-60, 1.4139165527938853e-172, 0.0, 0.0], [5.7930007693156045e-11, 2.0024949988655814e-07, 0.00045192000993483846, 0.0797541873805087, 0.001022188022212696, 4.426303028200328e-22, 3.5739653992306076e-135, 0.0, 0.0, 0.0, 0.0], [8.95966812353452e-28, 1.6641766608189163e-22, 2.349565801780659e-15, 2.533120840158012e-05, 7.304209715749988e-44, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [1.3028924917255884e-234, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]];71.4121599674;[4, 3]
[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [1.1855606816320652e-131, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [7.129933080592723e-24, 1.0134086227079934e-21, 7.176063960579981e-19, 1.3361921243284306e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [5.060284455196705e-10, 3.042351996457402e-07, 0.00029165831797516245, 0.09178196332240246, 0.0005515147596451763, 7.728463794899129e-55, 0.0, 0.0, 0.0, 0.0, 0.0], [4.085317579514532e-06, 0.00021127450490066214, 0.005749387950289375, 0.024011097103492203, 0.0005867839470381368, 3.535169638406251e-12, 1.2564798333044616e-44, 6.621119762175583e-224, 0.0, 0.0, 0.0], [0.00010691428901590386, 0.0011556963762904802, 0.0055726964870904516, 0.005591080487984973, 0.0002576921189304299, 2.1748337214416586e-08, 1.6223032113718109e-18, 7.077217649300734e-44, 4.607930353021535e-117, 0.0, 0.0], [0.00037565851876773923, 0.0015693942922231242, 0.0030689766689040478, 0.0017251103212707584, 0.00012185788665749434, 2.492351195614531e-07, 9.362257323183237e-13, 2.4180205036801678e-23, 1.5293177301887888e-44, 1.6209108048044413e-90, 1.748996898810878e-207], [0.0005691115933722518, 0.0013052615469724231, 0.0015319067314737073, 0.0006627987142480881, 6.379366226003935e-05, 6.128496685677306e-07, 1.5718464950843898e-10, 1.1124135481274085e-16, 3.4792921368304406e-27, 1.456423436325659e-45, 2.0275165062457858e-79]];294.431792385;[4, 3]
[[0.0, 0.0, 0.0, 0.0, 1.0606931952217687e-59, 1.9886389691399107e-19, 5.468377038575655e-10, 1.2531762093047452e-06, 3.32420543533505e-05, 0.0001456603207193778, 0.0003197405038554933], [0.0, 0.0, 0.0, 0.0, 2.4860730163391317e-77, 1.3681947503735076e-16, 1.3456659899980467e-07, 4.83809213004204e-05, 0.0003652310120265239, 0.0007045961080580805, 0.0007821766697076384], [0.0, 0.0, 0.0, 0.0, 3.6162122140053664e-155, 6.542004568058943e-13, 4.1731375897643935e-05, 0.0012456986014757537, 0.0023150728720545406, 0.001969322174481898, 0.0013015191655617415], [0.0, 0.0, 0.0, 0.0, 0.0, 7.062789076712352e-08, 0.008072939583372232, 0.011330190183171492, 0.005418432580233922, 0.0023305695259968453, 0.001059529015853207], [0.0, 0.0, 0.0, 0.0, 0.0, 0.13682311221574464, 0.07401910066287658, 0.008973436270767916, 0.002106904845865165, 0.000712580358332464, 0.0003005482920758385], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.176395326778391e-07, 2.1638119099273773e-05, 3.0349429100886175e-05, 2.5030719903400275e-05, 1.8180068398472154e-05], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.489954283201335e-49, 1.6981462993397975e-14, 7.976279294703125e-10, 2.5321746050292537e-08, 1.0984974034614003e-07], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9384895890325268e-43, 5.164526646829168e-20, 6.151041864675383e-14, 1.977299370565108e-11], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.957320743090077e-158, 5.8240874337037254e-43, 3.0727388767463404e-24, 1.4230381425856467e-17], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.954516063251111e-100, 1.5235763579000602e-43, 1.2347086502397925e-27], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.945257240536883e-282, 5.381185836999295e-82, 1.9490315700402785e-44]];156.116005472;[4, 4]
[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [3.4641711959908834e-53, 2.0203976158271926e-101, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [5.2673936967715685e-15, 3.22355376552431e-13, 1.1427596217043523e-10, 2.2362401726369606e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [3.109718513242005e-07, 3.095897329043916e-05, 0.0042613525778889315, 0.13030284274177062, 2.184744648018113e-07, 4.7385418976531396e-204, 0.0, 0.0, 0.0, 0.0, 0.0], [8.175007266064654e-05, 0.0014039832553425233, 0.012386274155492526, 0.012396979576458647, 1.0810982644144632e-05, 1.1281845848876772e-20, 8.534458200460304e-113, 0.0, 0.0, 0.0, 0.0], [0.0005657028044851347, 0.0028322334543483514, 0.00598002705605232, 0.001974585187411472, 1.0463458163998099e-05, 2.397952603260373e-12, 1.8713365037518217e-31, 7.916809551417976e-99, 0.0, 0.0, 0.0]];300.341902538;[6, 3]
[[0.00018272649146182927, 0.00045022281046206623, 0.0008204970649341703, 0.000986349322357009, 0.0006667168117972456, 0.00022088060205438967, 2.538177648269933e-05, 5.900531009147246e-07, 1.340102779612364e-09, 9.532556555772645e-14, 3.355219752813084e-20], [6.9876364131788e-05, 0.0002498475063658457, 0.0006584793005187556, 0.001229129859119375, 0.001255357271337601, 0.0004894311699748245, 4.484477574169461e-05, 4.470765358645805e-07, 1.3640907102590842e-10, 1.4306114771636324e-16, 9.524043402185067e-27], [1.4001006006185126e-05, 9.2896816557216e-05, 0.00048446304634123296, 0.0016119056015895525, 0.002582945913963591, 0.0012600757131529207, 8.626813759988215e-05, 2.1133476893846154e-07, 1.443066604732707e-12, 1.6162653880998582e-22, 3.229095954005769e-42], [1.201997369772281e-06, 1.6568827164450854e-05, 0.00018877070357507236, 0.0014380489811598044, 0.005019383020381858, 0.00399013615367923, 0.00018522714871238946, 2.9161948766737076e-08, 2.1680602137673208e-17, 1.7614769299584208e-39, 3.408509018000444e-100], [1.2707473595026196e-08, 4.379447447956376e-07, 1.537473037925067e-05, 0.0004442303000119001, 0.006572002648569139, 0.016577758542028188, 0.0004490202309925838, 4.501763890383575e-11, 4.4915280205562066e-36, 5.388434963125826e-150, 0.0], [1.3693339788244082e-12, 1.2722801394873865e-10, 1.9143703184812296e-08, 4.491995499096481e-06, 0.0011743271776618123, 0.07535019042071997, 0.0008849827238872178, 1.306390508972329e-31, 0.0, 0.0, 0.0], [1.2264349777040542e-21, 7.244398511376549e-20, 1.0602699370786712e-17, 6.575982811705046e-15, 5.160844655053745e-11, 4.1920280387689485e-05, 8.466459369823296e-31, 0.0, 0.0, 0.0, 0.0], [5.688347781003405e-48, 7.048249630487773e-54, 1.98849357349834e-67, 4.648400018637839e-115, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [3.3012568714896126e-185, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]];64.4846878664;[6, 5]
[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0010854737160157e-293, 5.499434438971784e-119, 6.769020809349355e-42, 3.36291061115811e-10, 0.2367598657522257, 0.00014208760413059266, 2.5336292191032634e-14, 1.389233002579772e-27, 1.190566366007212e-42, 1.5472145727572977e-58], [7.54232955778787e-70, 4.1717542600678044e-41, 2.6688975326231764e-22, 9.943136411137363e-11, 0.00017285484969241062, 0.0325564261156642, 0.006572398677904735, 7.730665958458357e-06, 1.8782266986438873e-10, 2.4515113127508547e-16, 3.561314940699856e-23], [3.856636320283463e-29, 6.985036407452684e-19, 1.3486041825979602e-11, 9.40494897005559e-07, 0.0006341941904166598, 0.009201075436311566, 0.005521766397478136, 0.00023454629828373693, 1.0989744796861111e-06, 8.208583774446288e-10, 1.3284453843087267e-13], [8.664908992947272e-18, 2.3350222914326965e-12, 2.3495017726127582e-08, 1.3660276181599837e-05, 0.0006670906711970914, 0.003773790299080869, 0.003263171850739736, 0.0005481635015686154, 2.2024992468188515e-05, 2.536370390943153e-07, 9.80141083687741e-10], [5.061661409952577e-13, 1.3918831512059128e-09, 5.444946676497345e-07, 3.724614894032453e-05, 0.0005348888719478268, 0.0018968486631439185, 0.0019191101063023156, 0.000630027738332753, 7.528706946793634e-05, 3.6292885972065724e-06, 7.738458770979591e-08]];264.192498628;[5, 5]
[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [1.466068139035332e-45, 2.517267693332766e-31, 2.5569614824926896e-16, 0.0019275307291683659, 1.4285060904068416e-06, 1.6147851553256018e-116, 0.0, 0.0, 0.0, 0.0, 0.0], [7.343470737245725e-15, 3.000505575634706e-09, 0.00010519210861068786, 0.0443244764135264, 0.007288739358741331, 9.207038838054953e-10, 5.637276265713437e-28, 2.7803586935452757e-68, 2.1648846508534665e-155, 0.0, 0.0], [1.7978479949431532e-08, 1.2969870504762948e-05, 0.0015558210086234637, 0.014987127355487568, 0.004154751763012087, 7.6181730269763016e-06, 1.0787393475863238e-11, 4.766072799485799e-22, 4.7691413549725265e-39, 4.385664310023245e-66, 9.448773458030656e-109], [2.935607833239584e-06, 0.0001476571451298995, 0.002084602050371452, 0.005837221335379412, 0.002076800117911137, 5.277005119548975e-05, 4.511988939482933e-08, 4.805810606326939e-13, 1.6890149325610358e-20, 3.2348374335491044e-31, 2.8266367462586565e-46], [2.57277092324137e-05, 0.00033190496014423706, 0.0016761038314973015, 0.002730731090587654, 0.0011346634310965698, 9.022475298149365e-05, 9.645732912341036e-07, 8.958579135231383e-10, 4.195469335066296e-14, 5.004657487899526e-20, 6.405125932909767e-28], [7.05738314635382e-05, 0.0004145156066081395, 0.0011842426162440225, 0.0014606139204288143, 0.0006760815713435787, 9.95768540337549e-05, 3.8390913602638756e-06, 3.072499217899938e-08, 3.8704462093552664e-11, 5.506961892380644e-15, 5.931997581817209e-20]];279.452244438;[4, 3]
